text,aspect,sentiment,confidence,probs,ref_sentiment,ref_check,perplexity,global_sentiment
"""Intelligence people, top research firms Long hours, workload too high""",['Global Sentiment'],['Neutral'],[0.9374808669090271],"[array([0.03064842, 0.93748087, 0.03187072], dtype=float32)]",['-100'],[''],1.047611951828003,Neutral
The culture and work environment in Nielsen IQ is good and provides employees with the flexibility to complete the assigned work. There are no downsides in my opinion considering the work and culture in Nielsen IQ.,['Global Sentiment'],['Positive'],[0.9796512722969055],"[array([3.346627e-04, 2.001397e-02, 9.796513e-01], dtype=float32)]",['-100'],[''],1.0475175380706787,Positive
No pressure and flexible work time Nothing as cons to be mentioned,['Global Sentiment'],['Neutral'],[0.7775090336799622],"[array([0.01063132, 0.77750903, 0.21185961], dtype=float32)]",['-100'],[''],1.0476301908493042,Neutral
Good enviroment Great people Nice company No cons encountered all good,['Global Sentiment'],['Positive'],[0.9662183523178101],"[array([0.00203404, 0.03174772, 0.96621835], dtype=float32)]",['-100'],[''],1.047650933265686,Positive
Employee Centric Good Atmosphere to learn new things Work Life Balance No Cons as of now,['Global Sentiment'],['Neutral'],[0.5858883857727051],"[array([0.00291434, 0.5858884 , 0.41119727], dtype=float32)]",['-100'],[''],1.0476186275482178,Neutral
They compensate overtime hours a Hybrid working 3 days a week,['Global Sentiment'],['Neutral'],[0.9632869362831116],"[array([0.00551264, 0.96328694, 0.03120041], dtype=float32)]",['-100'],[''],1.0476319789886475,Neutral
1. Great company to start as a fresher 2. Good pay and benefits Depends on the team you're in. It's company specific process and you don't get to learn anything out of the matrix. Less to 0 recognition and worst culture in Ops.,['Global Sentiment'],['Positive'],[0.7235503792762756],"[array([0.02195896, 0.25449064, 0.7235504 ], dtype=float32)]",['-100'],[''],1.047674298286438,Positive
Great people at the company Stale tech resources and adaptation to new tech,['Global Sentiment'],['Positive'],[0.9880695939064026],"[array([0.00147381, 0.0104565 , 0.9880696 ], dtype=float32)]",['-100'],[''],1.0475544929504395,Positive
Open doors for a position in a CPG company employees are undervalued in this company,['Global Sentiment'],['Neutral'],[0.9088531136512756],"[array([0.04573856, 0.9088531 , 0.04540835], dtype=float32)]",['-100'],[''],1.0475839376449585,Neutral
Its a great place to work and learn Need to publicize all the work you have done for recognition,['Global Sentiment'],['Positive'],[0.9777010083198547],"[array([0.00584492, 0.01645413, 0.977701  ], dtype=float32)]",['-100'],[''],1.0475916862487793,Positive
flexibility of working from home long hours and too much change,['Global Sentiment'],['Neutral'],[0.5876566171646118],"[array([0.3438616 , 0.5876566 , 0.06848174], dtype=float32)]",['-100'],[''],1.0476070642471313,Neutral
Pros are that the company is outcome-oriented. Work-life balance is not the best,['Global Sentiment'],['Neutral'],[0.9247922897338867],"[array([0.05261425, 0.9247923 , 0.02259349], dtype=float32)]",['-100'],[''],1.0476256608963013,Neutral
"""The opportunity to learn about managing data and discovering actionable insights Pay is not great compared to the work you do, a report the company sells to other firms is 40X compared to your salary. Even if you produced that report.""",['Global Sentiment'],['Neutral'],[0.9815368056297302],"[array([0.00454566, 0.9815368 , 0.01391757], dtype=float32)]",['-100'],[''],1.047475814819336,Neutral
"""Good environment to work, time flexibility Growth depends on management here""",['Global Sentiment'],['Neutral'],[0.8384612798690796],"[array([0.00282917, 0.8384613 , 0.15870959], dtype=float32)]",['-100'],[''],1.0476689338684082,Neutral
"""Flexibility good pay and holidays, dynamic industry good opportunity to develop skills. If you get on with your work and take ownership you will do well. not much of a social scene.""",['Global Sentiment'],['Neutral'],[0.7275349497795105],"[array([0.0026568 , 0.72753495, 0.2698083 ], dtype=float32)]",['-100'],[''],1.0475765466690063,Neutral
"""Nice computer,working from home,not too busy Low salary, no training, unclear tasks""",['Global Sentiment'],['Neutral'],[0.9012517333030701],"[array([0.01590526, 0.90125173, 0.08284303], dtype=float32)]",['-100'],[''],1.0477112531661987,Neutral
good company overall nice experience Not that good on package,['Global Sentiment'],['Positive'],[0.8848292827606201],"[array([0.04394045, 0.07123026, 0.8848293 ], dtype=float32)]",['-100'],[''],1.0475972890853882,Positive
Transformation into a growth company Change management challenges exists currently,['Global Sentiment'],['Neutral'],[0.7450297474861145],"[array([0.2331796 , 0.74502975, 0.02179067], dtype=float32)]",['-100'],[''],1.047619342803955,Neutral
best infrastructure for work in NIQ management is not so good everyone is thinking for own not for associate,['Global Sentiment'],['Neutral'],[0.8304094672203064],"[array([0.01644843, 0.83040947, 0.15314212], dtype=float32)]",['-100'],[''],1.0476540327072144,Neutral
"""good work culture, helpful co-workers, good team, many learning opportunities,  nothing as such, everything is good, only thing I want to relocate in sharjaha, dubai""",['Global Sentiment'],['Neutral'],[0.6925836801528931],"[array([0.00532925, 0.6925837 , 0.30208707], dtype=float32)]",['-100'],[''],1.0476820468902588,Neutral
its was great working here will be exposed to different cultures and world wide clients in improving retail experiances management should look after the employees as their family and understand the minimum basic mental health of an employee,['Global Sentiment'],['Positive'],[0.992177426815033],"[array([0.00584716, 0.00197548, 0.9921774 ], dtype=float32)]",['-100'],[''],1.0475709438323975,Positive
"""Competitive salary, good balance work-life, GREAT benefit package. Work can be tedious and boring sometimes""",['Global Sentiment'],['Neutral'],[0.5706073641777039],"[array([0.01801766, 0.57060736, 0.41137505], dtype=float32)]",['-100'],[''],1.0476884841918945,Neutral
"""High quality solutions that are relevant for the industry and smart people Too much process, too much change and still catching up to competitors""",['Global Sentiment'],['Neutral'],[0.6070187091827393],"[array([0.01596522, 0.6070187 , 0.3770161 ], dtype=float32)]",['-100'],[''],1.0476266145706177,Neutral
"""Lovely people, all willing to support in order to achieve your objectives No work life balance due to the high amount of projects but lack of staff, not enough appreciation and no incentive""",['Global Sentiment'],['Neutral'],[0.5079607963562012],"[array([0.00931159, 0.5079608 , 0.48272762], dtype=float32)]",['-100'],[''],1.0475902557373047,Neutral
Employee friendly environment. Good work culture. Less hike is the only concern,['Global Sentiment'],['Neutral'],[0.761264979839325],"[array([0.00457913, 0.761265  , 0.23415591], dtype=float32)]",['-100'],[''],1.047631859779358,Neutral
Good to work Employee friendly Market leader No cons No cons No cons,['Global Sentiment'],['Positive'],[0.982528030872345],"[array([0.00496083, 0.0125112 , 0.98252803], dtype=float32)]",['-100'],[''],1.0476664304733276,Positive
Good work life balance Good management Less to no pressure No cons as far as now,['Global Sentiment'],['Positive'],[0.8516930937767029],"[array([0.00329906, 0.1450078 , 0.8516931 ], dtype=float32)]",['-100'],[''],1.047594666481018,Positive
"""Very much value for employees, focus on value rather than quantity. No forcement of office timings. Flexibility of teams and leads. No cons as such now.""",['Global Sentiment'],['Neutral'],[0.7174416184425354],"[array([0.00373549, 0.7174416 , 0.27882287], dtype=float32)]",['-100'],[''],1.047725796699524,Neutral
Amazing growth opportunities; interaction with some amazing FMCG organization and its leaders. Continous learning culture and challenging opportunities Lots of re org Disruptive coordinations with internal teams Adaptability to market changes,['Global Sentiment'],['Positive'],[0.97453373670578],"[array([7.6777453e-04, 2.4698488e-02, 9.7453374e-01], dtype=float32)]",['-100'],[''],1.0477039813995361,Positive
Great mix of people. Cross regional partnerships Lacks clear vision. Management is working on this,['Global Sentiment'],['Positive'],[0.7524300217628479],"[array([0.02467946, 0.22289051, 0.75243   ], dtype=float32)]",['-100'],[''],1.0475987195968628,Positive
Decent Pay Good Leave Policy Good place to start working as a Fresher with Helpful colleagues and managers Pay can be better for people who are working remotely and servicing off-shore clients,['Global Sentiment'],['Positive'],[0.9569696187973022],"[array([0.00323082, 0.03979957, 0.9569696 ], dtype=float32)]",['-100'],[''],1.0476081371307373,Positive
Have good work life balance average salary is not competitive,['Global Sentiment'],['Neutral'],[0.8967431783676147],"[array([0.0240326 , 0.8967432 , 0.07922424], dtype=float32)]",['-100'],[''],1.0476208925247192,Neutral
A very good Environment there I don't know about it,['Global Sentiment'],['Positive'],[0.746047854423523],"[array([0.00388907, 0.2500631 , 0.74604785], dtype=float32)]",['-100'],[''],1.0476343631744385,Positive
"""Solid, stable work environment that has lots of encouraging people. Constant executive management shifting that makes it difficult to know where the company is going.""",['Global Sentiment'],['Positive'],[0.5862784385681152],"[array([0.00519882, 0.40852275, 0.58627844], dtype=float32)]",['-100'],[''],1.0476402044296265,Positive
"""great company, lot of cool projects no cons that i can think of""",['Global Sentiment'],['Neutral'],[0.8702788949012756],"[array([0.00220686, 0.8702789 , 0.12751429], dtype=float32)]",['-100'],[''],1.0476356744766235,Neutral
"""Engaging work, smart coworkers, leadership, and clients. Awesome to see products you've helped clients do research on wind up in the store. Aggressive cost cutting in recent years has led to several rounds of layoffs and the gutting of recognition programs. Promotions are slow and salaries are not adjusted for inflation.""",['Global Sentiment'],['Positive'],[0.5712148547172546],"[array([0.00575849, 0.4230266 , 0.57121485], dtype=float32)]",['-100'],[''],1.0478336811065674,Positive
Flexible working environment and good culture bad traffic and stagnant improvement,['Global Sentiment'],['Neutral'],[0.49370983242988586],"[array([0.06715325, 0.49370983, 0.43913695], dtype=float32)]",['-100'],[''],1.0475928783416748,Neutral
"""Flexible work schedule and most people are nice Low pay, unclear goals and constant changes from management.""",['Global Sentiment'],['Neutral'],[0.7442249059677124],"[array([0.01020422, 0.7442249 , 0.24557082], dtype=float32)]",['-100'],[''],1.0476748943328857,Neutral
have had an excellent experience with. The overall service and performance have been outstanding. I can confidently say that my experience with niq has been nothing short of exceptional. The outstanding service and attention to detail have made every interaction a pleasure.,['Global Sentiment'],['Positive'],[0.9963260293006897],"[array([2.5367501e-04, 3.4202214e-03, 9.9632603e-01], dtype=float32)]",['-100'],[''],1.047659993171692,Positive
Great place to work with. Awesome team with average age of 25-30. No annual bonus and minimal to none yearly increment,['Global Sentiment'],['Positive'],[0.9443429708480835],"[array([0.0042016 , 0.05145543, 0.944343  ], dtype=float32)]",['-100'],[''],1.047681450843811,Positive
good work life balance and office no work from home and,['Global Sentiment'],['Positive'],[0.9897313714027405],"[array([7.328180e-04, 9.535757e-03, 9.897314e-01], dtype=float32)]",['-100'],[''],1.047622799873352,Positive
"""Stable job, good management, career growth Low salaries compared to the industry, high workload,""",['Global Sentiment'],['Neutral'],[0.6980230212211609],"[array([0.01001773, 0.698023  , 0.29195926], dtype=float32)]",['-100'],[''],1.047670841217041,Neutral
every thing is really good. but the salary is low,['Global Sentiment'],['Positive'],[0.993683934211731],"[array([0.00215974, 0.00415637, 0.99368393], dtype=float32)]",['-100'],[''],1.0476337671279907,Positive
Good culture and environment to work Growth is comparatively slow here,['Global Sentiment'],['Positive'],[0.5978763103485107],"[array([0.01016436, 0.3919593 , 0.5978763 ], dtype=float32)]",['-100'],[''],1.0476329326629639,Positive
"""WFH if that's your thing, work can be flexible, good industry rep for FMCG, it's a salary. company overpromises to clients without considering its capabilities/bandwidth which leaves everyone stretched thin. low salary and no efforts to retain talent/recognize work. when team members leave you pick up their work with no additional salary bump/promotion/recognition, so you're working several roles on a 1 role salary that's less than market. stingy on benefits -- very limited WFH benefits (you have to pay for some office things on your own) and you miss out on office perks like team-building activities, food, and in-person engagement. I don't feel like anyone really cares about my development or me as a person, but maybe this is just my team (no one has ever really asked how i'm doing, how i feel in the role, etc.) which makes it hard to feel engaged at work. no real emphasis on career progression and development, just the day-to-day client work. unlimited PTO can feel like a scam, as people brag about not taking time off so you feel pressured to not take off and don’t have the excuse to “use up” your vacation days. the lack of senior leadership doesn't help culture and morale. can feel like a """"drink the kool aid and don't question it"""" culture which makes improvement more difficult.""",['Global Sentiment'],['Negative'],[0.7293844223022461],"[array([0.7293844 , 0.14344025, 0.12717535], dtype=float32)]",['-100'],[''],1.0476220846176147,Negative
"""Flexibility, Openness, Culture, Respecting diversity, great benefits. Not a lot of downsides but one is that sometimes the way different practices prevail for different departments.""",['Global Sentiment'],['Neutral'],[0.6025776863098145],"[array([0.00407965, 0.6025777 , 0.3933427 ], dtype=float32)]",['-100'],[''],1.0475882291793823,Neutral
#NAME? #NAME?,['Global Sentiment'],['Neutral'],[0.973839282989502],"[array([0.00577312, 0.9738393 , 0.02038761], dtype=float32)]",['-100'],[''],1.0476051568984985,Neutral
friendly people and very comfortable environment there was no growth within the company and there was no opportunity to do learn new things in the job,['Global Sentiment'],['Positive'],[0.930160641670227],"[array([0.01065665, 0.05918274, 0.93016064], dtype=float32)]",['-100'],[''],1.0475680828094482,Positive
Work life balance. Good work environment. Growth opportunities. None in my opinion atleast.,['Global Sentiment'],['Neutral'],[0.7275936007499695],"[array([0.00960594, 0.7275936 , 0.26280046], dtype=float32)]",['-100'],[''],1.0476453304290771,Neutral
Reasonable work and nice office. Scope for improvement in pay-scale.,['Global Sentiment'],['Neutral'],[0.6996987462043762],"[array([0.00269566, 0.69969875, 0.29760554], dtype=float32)]",['-100'],[''],1.0476717948913574,Neutral
Good work life balance Great team Not very receptive to feedback,['Global Sentiment'],['Positive'],[0.8976912498474121],"[array([0.05786262, 0.04444606, 0.89769125], dtype=float32)]",['-100'],[''],1.0475815534591675,Positive
"""Flexible work from home, work life balance in Data modelling and Analytics team Noncompetitive salary with respect to the current market, slow promotions and fixed salary increase during appraisal period""",['Global Sentiment'],['Neutral'],[0.7744850516319275],"[array([0.02469805, 0.77448505, 0.20081685], dtype=float32)]",['-100'],[''],1.0476598739624023,Neutral
"""Flexible working environment, very average place to start career Management is very biased and the complete organisation runs on politics. People in higher position can hold grudges and make your tenure difficult in the company. No basic pay raise and HR is very weak""",['Global Sentiment'],['Neutral'],[0.9530838131904602],"[array([0.02356871, 0.9530838 , 0.02334746], dtype=float32)]",['-100'],[''],1.0476282835006714,Neutral
work culture office environment  some area no skill development no benefits no hike & perks,['Global Sentiment'],['Neutral'],[0.9339725375175476],"[array([0.05607435, 0.93397254, 0.00995308], dtype=float32)]",['-100'],[''],1.0476536750793457,Neutral
Friendly Environment  No Pressure  Fun to work. Low salary for experienced people Less way for Carrer development.,['Global Sentiment'],['Positive'],[0.9082744121551514],"[array([0.01251084, 0.07921481, 0.9082744 ], dtype=float32)]",['-100'],[''],1.0476810932159424,Positive
Flexibility  learning Job security Great leaders Hybrid model Less tech Most of them are rebadged from tcs Delay in promotion,['Global Sentiment'],['Positive'],[0.730476975440979],"[array([0.07268407, 0.19683895, 0.730477  ], dtype=float32)]",['-100'],[''],1.0476943254470825,Positive
"""capacidad de analisis, aprendizaje continuo y conocimiento de mercado paga regular para el trabajo, en momentos es monotono""",['Global Sentiment'],['Neutral'],[0.7708724141120911],"[array([0.00472847, 0.7708724 , 0.22439916], dtype=float32)]",['-100'],[''],1.0475994348526,Neutral
Working condition is relax and good people. Salary is not good enough.,['Global Sentiment'],['Neutral'],[0.6010598540306091],"[array([0.00844896, 0.60105985, 0.39049122], dtype=float32)]",['-100'],[''],1.0476309061050415,Neutral
Great company culture across leadership and teams. Transitioning from legacy to new internal back office systems slowing down processes in the interim.,['Global Sentiment'],['Positive'],[0.9089776277542114],"[array([0.01067973, 0.08034264, 0.9089776 ], dtype=float32)]",['-100'],[''],1.0476714372634888,Positive
Freedom to make my own schedule. 7 supervisors in 2.5 years. Performance reviews not accurate. Associates encouraged to inflate numbers to meet KPIs. Associates tasked with selling products no one wants with no commissions. Base very small and very infrequent sell through incentives off shipped in totals as opposed to buy ins. Mileage stipend shrinks quarterly. High mileage with .36 per mile rate. Poor communication. No return calls or emails.,['Global Sentiment'],['Neutral'],[0.9501850605010986],"[array([0.03306929, 0.95018506, 0.01674562], dtype=float32)]",['-100'],[''],1.0475671291351318,Neutral
"""Work-life balance, mental health and sick days, remote work flexible Compensation is an absolute joke. Maybe 10 years ago it was competitive, but other companies offer leagues beyond what SAS offers. Doesn't matter if the company had a good year or not, bonuses seem to be completely unrelated to revenue.   Senior management casts blame at developer when process is the issue, yet they offer no solutions other than """"do better."""" They dodge questions instead of admitting they don't have an answer.  SAS is swimming up a waterfall trying to stay competitive. They are far too slow to deliver software and refuse to drop parasitic customers that refuse to upgrade from legacy products. Too much time is wasted in development keeping outdated code alive and in setting priorities, because everything is """"top priority.""""   SAS used to be one of the best places to work, but the times have drastically changed. Senior management is shortsighted, idealistic, and out of touch. The company has a lot - and I mean a lot - of work to do before they can claim to be competitive in the market and as an employer.""",['Global Sentiment'],['Negative'],[0.7140499949455261],"[array([0.71405   , 0.27916592, 0.00678406], dtype=float32)]",['-100'],[''],1.0477159023284912,Negative
#NAME? - Lack of Strategic Plan: Better planning at the executive level of the project. Team was reactive rather than proactive more times than not. Left front-line team members feeling that there wasn't a strategic plan from leadership.  - Lack of Communication Plan: Better communication between leadership and front-line team members could have staved off fires that could have been prevented well in advance.,['Global Sentiment'],['Neutral'],[0.8378239274024963],"[array([0.1587603, 0.8378239, 0.0034158], dtype=float32)]",['-100'],[''],1.0477533340454102,Neutral
Large diversity of projects to work on. Benefits are really competitive. Health insurance is really good. Compensation isn’t competitive and difficult to get promotions.,['Global Sentiment'],['Neutral'],[0.9316044449806213],"[array([0.0036925 , 0.93160444, 0.064703  ], dtype=float32)]",['-100'],[''],1.0476531982421875,Neutral
Office space is generally happy and upbeat. Workers are excited and enjoy the work they do. Good internal mobility and incredible benefits. Understanding of your time. Lower pay than standard for most roles I've seen. Depending on your use of them the benefits may well offset that. Definitely worth mentioning.,['Global Sentiment'],['Positive'],[0.7700392603874207],"[array([0.00104965, 0.22891107, 0.77003926], dtype=float32)]",['-100'],[''],1.0477107763290405,Positive
"""SAS has heavily invested in ensuring a stronger work ethics and culture. My team is great, supportive, and collaboration is the basis of all the teams I've interacted with. There is adequate PTOs and work life balance is great. Compensation is adequate but would not compare it to any big Techs.""",['Global Sentiment'],['Neutral'],[0.668674886226654],"[array([0.00143622, 0.6686749 , 0.32988894], dtype=float32)]",['-100'],[''],1.047492504119873,Neutral
"""Great people and products  Excellent customer base challenging and exciting work environment As a remote employee, there is a feeling of isolation In the midst of IPO preparation, reducing heads across the organization""",['Global Sentiment'],['Neutral'],[0.5645854473114014],"[array([0.00358241, 0.56458545, 0.43183216], dtype=float32)]",['-100'],[''],1.047622561454773,Neutral
Good place to work. Good benefits. Gym/ massage/hair and nail salon on campus. Also great food.  Great work life balance. Low pay in comparison to surrounding companies.,['Global Sentiment'],['Positive'],[0.9800033569335938],"[array([6.8529689e-04, 1.9311391e-02, 9.8000336e-01], dtype=float32)]",['-100'],[''],1.0476703643798828,Positive
Great people and campus location IPO focus and cost cutting exercise,['Global Sentiment'],['Positive'],[0.9438177943229675],"[array([0.00226227, 0.05391994, 0.9438178 ], dtype=float32)]",['-100'],[''],1.0475789308547974,Positive
"""Salary, Benefits, Global Market, SAS Brand Recognition Insular, Customer apathy, Expensive, Legacy, Suffucating Culture""",['Global Sentiment'],['Neutral'],[0.9453554749488831],"[array([0.02614401, 0.9453555 , 0.0285005 ], dtype=float32)]",['-100'],[''],1.047667384147644,Neutral
"""Good benefits, overall decent place to work. Company is going through an IPO readiness that is hurting the culture. Company product pricing is hurting the ability to sell its products to customers""",['Global Sentiment'],['Positive'],[0.5523255467414856],"[array([0.03586855, 0.41180587, 0.55232555], dtype=float32)]",['-100'],[''],1.0476765632629395,Positive
SAS has the best people in the world I can’t think of any yet,['Global Sentiment'],['Positive'],[0.9173446893692017],"[array([0.00274256, 0.07991282, 0.9173447 ], dtype=float32)]",['-100'],[''],1.0475937128067017,Positive
"""pretty campus, great benefits for a family, IPO low pay, rare merit raises, pay new employees more""",['Global Sentiment'],['Neutral'],[0.8356650471687317],"[array([0.00809173, 0.83566505, 0.15624318], dtype=float32)]",['-100'],[''],1.0476667881011963,Neutral
"""Good work life balance, onsite services where a nice addition Low pay, office politics seemed only way to advance internally""",['Global Sentiment'],['Neutral'],[0.7195435166358948],"[array([0.00296276, 0.7195435 , 0.27749375], dtype=float32)]",['-100'],[''],1.047597050666809,Neutral
Good environment to work and boosting None as company has good reputation,['Global Sentiment'],['Positive'],[0.962648332118988],"[array([0.00178684, 0.03556482, 0.96264833], dtype=float32)]",['-100'],[''],1.0476369857788086,Positive
"""Good benefits and culture; people are smart and easy to work with Not much career growth, and the company is changing a lot…uncertain of its future""",['Global Sentiment'],['Neutral'],[0.7036653161048889],"[array([0.00849395, 0.7036653 , 0.28784075], dtype=float32)]",['-100'],[''],1.047558307647705,Neutral
I loved all of the traveling management is awful very confused and demanding,['Global Sentiment'],['Neutral'],[0.5424929857254028],"[array([0.07689369, 0.542493  , 0.38061333], dtype=float32)]",['-100'],[''],1.0476093292236328,Neutral
They are really keen on helping their interns. It can be difficult sometimes to get a full-time position after graduating here.,['Global Sentiment'],['Positive'],[0.7982598543167114],"[array([0.00242344, 0.19931667, 0.79825985], dtype=float32)]",['-100'],[''],1.0475847721099854,Positive
There is still good flexibility and benefits as there have historically been. There is some sense that the coming IPO may eat away at the good work/life balance that has been the reality for SAS employees so far.,['Global Sentiment'],['Neutral'],[0.6166959404945374],"[array([0.00474137, 0.61669594, 0.37856272], dtype=float32)]",['-100'],[''],1.047751784324646,Neutral
"""Benefits are good - on site health center, nice cafeterias, generally good working environment. HR has taken a nosedive in recent years, making old-timers suddenly feel like strangers to a company they’ve served for so long . Products are not selling well. CEO is surrounded by yes-men too afraid to voice their real opinions.""",['Global Sentiment'],['Neutral'],[0.7087536454200745],"[array([0.01011102, 0.70875365, 0.28113538], dtype=float32)]",['-100'],[''],1.0477073192596436,Neutral
Good WLB and less stressful in general no many promotion opportunities and no transparent,['Global Sentiment'],['Positive'],[0.945941686630249],"[array([0.03540904, 0.01864927, 0.9459417 ], dtype=float32)]",['-100'],[''],1.0476455688476562,Positive
#NAME? #NAME?,['Global Sentiment'],['Neutral'],[0.973839282989502],"[array([0.00577312, 0.9738393 , 0.02038761], dtype=float32)]",['-100'],[''],1.0476051568984985,Neutral
Benefits are terrific. Some VERY smart people to work with. The most toxic (illegal so) work environment I have ever experienced. They make snap decisions to participate in a vertical and then take none of the steps required to make their offering compliant or competitive.,['Global Sentiment'],['Positive'],[0.990691602230072],"[array([0.00466787, 0.00464051, 0.9906916 ], dtype=float32)]",['-100'],[''],1.0476199388504028,Positive
"""Possible IPO, some very nice colleagues Supposedly there will be an IPO and supposedly employees will benefit too. But it only came about when the founders and owners of the company failed to agree on price when they tried to sell SAS a couple of years ago. These same leaders waxed on over the years about how valuable employees were, only to try and sell the company to another company known for gutting their acquisitions and laying people off. I’m a very long term employee and I truly used to believe SAS was the best place to work. I bragged and felt lucky to work at SAS, but those feelings are completely gone. I’m just waiting now to see what happens. I don’t hold out much hope that employees will be treated well. What a sad end to what could have been a great legacy. I’m no fool, I’ll take the money (I’ve earned it after all the years of working well over the “35 hour work week” on non-competitive pay rates), but I’ll never forget the betrayal of employees by senior management.""",['Global Sentiment'],['Positive'],[0.7167085409164429],"[array([0.01796409, 0.26532742, 0.71670854], dtype=float32)]",['-100'],[''],1.0473800897598267,Positive
"""Impressive Work-Life Balance: One of the most striking aspects of working at SAS is the excellent work-life balance. The company genuinely values the well-being of its employees and encourages a healthy lifestyle. Flexible hours, remote work options, and a supportive management team all contribute to an enjoyable and stress-free work environment. Wonderful Teammates: The camaraderie and support provided by my colleagues at SAS have been exceptional. Team members are friendly, helpful, and committed to working collaboratively. The positive atmosphere fostered by my coworkers has made coming to work each day a pleasure. Below-Average Compensation: While the work-life balance is certainly a highlight, the compensation package at SAS leaves much to be desired. Salaries are not competitive with industry standards, making it difficult to feel truly valued for the work we put in. This could lead to a higher turnover rate as employees seek better-paying opportunities elsewhere. Limited Transferable Skills: Unfortunately, the nature of the work at SAS does not provide many opportunities for employees to develop transferable skills. The tasks can be repetitive, and the learning curve tends to plateau after a short time. This may hinder professional growth and make it challenging to transition into new roles or industries.""",['Global Sentiment'],['Positive'],[0.9972007274627686],"[array([1.8283923e-03, 9.7086420e-04, 9.9720073e-01], dtype=float32)]",['-100'],[''],1.0475835800170898,Positive
Great Benefits Great People Great Potential Fluctuating Future Flexibility is Lacking Inconsistent Policies,['Global Sentiment'],['Positive'],[0.955847442150116],"[array([0.03509609, 0.00905639, 0.95584744], dtype=float32)]",['-100'],[''],1.0476291179656982,Positive
"""Incredible benefits, good people, some solid integrated analytics/DQ tech can't ship product fast enough to keep up with competitors, politics make it tough to be rewarded for meritocracy,""",['Global Sentiment'],['Neutral'],[0.8117527961730957],"[array([0.00324445, 0.8117528 , 0.18500277], dtype=float32)]",['-100'],[''],1.0476285219192505,Neutral
"""The campus is very nice All the junk food and soft drinks you can consume. Private offices Nice gym / pool Salaries 20-30% lower than industry,  Raises typically 1-2% Bonuses typically 2-3% More offshoring and rumors of more layoffs in 2024. Always seeking feedback but never reacting to it, except the break room snack survey. Lip service to “career”, but no actual opportunities, just the same job with a different manager.""",['Global Sentiment'],['Neutral'],[0.6370847821235657],"[array([0.00890241, 0.6370848 , 0.35401282], dtype=float32)]",['-100'],[''],1.047695517539978,Neutral
best place to learn new tech still waiting to go for public,['Global Sentiment'],['Positive'],[0.9511021971702576],"[array([0.00159567, 0.04730212, 0.9511022 ], dtype=float32)]",['-100'],[''],1.047654390335083,Positive
Job stability and excellent benefit package. Top down management. All decisions are controlled by the majority owner.,['Global Sentiment'],['Neutral'],[0.7252010107040405],"[array([0.00202714, 0.725201  , 0.27277184], dtype=float32)]",['-100'],[''],1.047649621963501,Neutral
"""provides a competitive salary, retirement and insurance plans, and educational programs to help you keep your financial goals on track. Things move slowly through the bureaucracy. Pay is not set at mark and you are encouraged to work at through unsustainable load.""",['Global Sentiment'],['Positive'],[0.7483832836151123],"[array([0.01141956, 0.24019709, 0.7483833 ], dtype=float32)]",['-100'],[''],1.0476375818252563,Positive
"""Company takes care of people Intransparent leadership, limited career opportunities""",['Global Sentiment'],['Neutral'],[0.9334706664085388],"[array([0.05525191, 0.93347067, 0.01127746], dtype=float32)]",['-100'],[''],1.0475785732269287,Neutral
Friendly culture and management. Good work-life balance. A lot of learning opportunities. The pay is not competitive.,['Global Sentiment'],['Positive'],[0.7269018888473511],"[array([0.00236231, 0.27073577, 0.7269019 ], dtype=float32)]",['-100'],[''],1.047689437866211,Positive
Good work-life balance. The benefit is good. They are becoming more aggressive and pushing to employees recently. Passive to embrace new technologies.,['Global Sentiment'],['Positive'],[0.9585058093070984],"[array([0.00445622, 0.03703789, 0.9585058 ], dtype=float32)]",['-100'],[''],1.0476202964782715,Positive
good place to work overall long hours - lots of travel,['Global Sentiment'],['Positive'],[0.9606267809867859],"[array([0.0036697, 0.0357036, 0.9606268], dtype=float32)]",['-100'],[''],1.0476226806640625,Positive
"""Good people. Strong product/platform. Real-deal technological innovation. Human-oriented culture and work/life balance. Not great at marketing especially in industry vertical/solution areas which makes it tough for sales in some cases. It's a very conservative culture when it comes to sales and marketing. Talks of IPO in 2024, let's see if more changes and stronger GTM strategies for key solution areas for meaningful growth.""",['Global Sentiment'],['Positive'],[0.7375163435935974],"[array([0.04684734, 0.21563634, 0.73751634], dtype=float32)]",['-100'],[''],1.0478178262710571,Positive
Steady solid place to work Work from home options declining,['Global Sentiment'],['Positive'],[0.9477034211158752],"[array([0.02261588, 0.0296807 , 0.9477034 ], dtype=float32)]",['-100'],[''],1.0476475954055786,Positive
"""The people, the culture, the workplace, the deep customer base. Aging technology (working to modernize).""",['Global Sentiment'],['Neutral'],[0.9205241799354553],"[array([0.00538675, 0.9205242 , 0.07408909], dtype=float32)]",['-100'],[''],1.0475841760635376,Neutral
Good food and healthcare services Poor management. Need more management training.,['Global Sentiment'],['Neutral'],[0.8938080072402954],"[array([0.09227625, 0.893808  , 0.0139157 ], dtype=float32)]",['-100'],[''],1.047623634338379,Neutral
"""Flexbility, benefits, salary (at least mine), used to be able to work remotely. Lots of opportunity to learn new skills. Although most of the pro's apply to all, it is a clique. You are either in it or not. If you are, then I hear there are incredible benefits. If you are not, then it's a regular company with a seriously thick ceiling.""",['Global Sentiment'],['Neutral'],[0.928192138671875],"[array([0.00692735, 0.92819214, 0.06488056], dtype=float32)]",['-100'],[''],1.04764986038208,Neutral
